PATH,PSNR,NRMSE,SSI,NMI
1,15.81684869,0.299934056,0.869223265,1.649177896
,,,,
2,18.2269758,0.215665343,0.88392107,1.656347485
,,,,
3,14.91266999,0.311863004,0.84915855,1.647995122
,,,,
4,15.65984317,0.300889073,0.853611176,1.753738682
,,,,
5,14.84215635,0.280297195,0.863698991,1.756058882
,,,,
6,13.29385919,0.474973451,0.829057032,1.67121438
,,,,
7,16.13010349,0.278752576,0.882830331,1.752983671
,,,,
8,13.17781744,0.466301211,0.826060859,1.635481655
,,,,
9,18.3839382,0.201113598,0.883724754,1.660593963
,,,,
10,14.7096354,0.46851947,0.890515483,1.707784313
11,14.069681503834154,0.3606174587113229,0.8271559141549739,1.715799731707618
12,15.912217612760074,0.24420949479310888,0.8771017431074112,1.7835471397804046
13,13.667494796580593,0.32541903097593805,0.8395653123316635,1.7311682468654275
14,16.059374728214173,0.27180104285048606,0.875793449559978,1.6976499011158572
15,15.02920777681828,0.375792959867561,0.8553190014801035,1.6827924875184552
16,12.03500398975476,0.5947324989619012,0.835110391703018,1.6743883716960597
17,20.24378417091835,0.1378750526000304,0.9150071122521439,1.7305563944086293
18,12.914928369732209,0.44310759031533803,0.8345882117366283,1.6583035346453534
19,15.824065370960515,0.26086854922340313,0.8949982172655607,1.7659891464522102
20,13.950350485172132,0.3583851783381321,0.8581921261277057,1.6660917429936462
21,22.318131002512665,0.09589899164891774,0.9415155389026716,1.7812408650680887
22,13.119864002305967,0.3501924655213802,0.8081396420786863,1.7064765183237722
23,19.277719341631407,0.16942992920514688,0.8942645907423005,1.6773189700486006
24,15.815892805109417,0.27610365551260185,0.8706435088220008,1.760214379087697
25,16.198265632273458,0.28080883945152174,0.8639415990407279,1.63040079469435
26,20.46844987332858,0.14133594159030943,0.9236103935818473,1.689421959207974
27,14.0330730315155,0.3486509868839125,0.8371471758860078,1.6824786047427363
28,16.720859897677556,0.22498880500825844,0.8906540776245768,1.7396738680071175
29,12.936126304311028,0.4243013695096305,0.776398301688973,1.6926209787652027
30,20.119030472697652,0.14271627972115183,0.9068380357561435,1.7677957019685648
31,14.206893197027885,0.4137890655937411,0.8711321583780397,1.7203432527070506
32,11.692001329519234,0.43013491228583217,0.7934127595124333,1.7193617580813152
33,15.433961937396353,0.33250347578158507,0.8619202766768435,1.788325575577027
34,14.867020123007215,0.3045183814019738,0.8622183618733718,1.6566308893771922
35,12.976555194392041,0.4088050165850246,0.8272779300963922,1.6727386794216808
36,19.898588398196168,0.16246024708538281,0.9052391573550531,1.7100157053175167
37,14.731306935956443,0.3282518482795559,0.8710484304560785,1.7219223694026187
38,14.695544899032964,0.32019104272977933,0.8409479203916029,1.7158227739983292
39,11.793012422545303,0.47997616618130057,0.7960828651276937,1.7186004461023834
40,13.785163782409853,0.434442686582686,0.8243291170167902,1.7017712167125227
41,11.80378801267398,0.8735168294728483,0.8365306211412711,1.5606515070588702
42,21.45593876199435,0.13569253342944942,0.9362344084863963,1.7075712711731477
43,17.821284307397455,0.19536257238721055,0.8930232185520559,1.757309822344982
44,16.125348029717305,0.2946579334828673,0.8886892538634428,1.748880566330876
45,15.695518041057042,0.3207036678677324,0.8506075486905342,1.7542636263356783
46,14.276430573765905,0.4707822509828136,0.8470257261639883,1.6693571662717126
47,20.231801088675894,0.13514000218540126,0.9197026210667345,1.783940204468947
48,15.443614957711425,0.31423424197554994,0.8401523752286914,1.6788887749350376
49,15.001074669886812,0.38145124003991543,0.8764056243089476,1.7615666191037431
50,17.14158424651339,0.2315565662342252,0.8820805222270807,1.7076841105757792
51,17.520712988567624,0.249840669068818,0.8603191820048499,1.6977241073379732
52,17.668358133733,0.2378280059414182,0.8398737388232032,1.8480943437959418
53,15.717330493520505,0.28987700758006124,0.8473051134078649,1.7171346922937443
54,15.9067919020992,0.29547610987968675,0.8061217212829377,1.8245094550191445
55,17.490362815785872,0.21065329066645277,0.9033979163638886,1.838435554131571
56,13.516322410512716,0.462503935581561,0.7576294628229198,1.7183157831093054
57,16.434670385271993,0.2724995890439824,0.8633650665263365,1.829490476621427
58,14.37015665696659,0.4155947809974232,0.7996109685875011,1.6858171326749125
59,18.886381016924663,0.19252216076318718,0.8443546072017143,1.7191672836373137
60,13.118238986863426,0.5329384920395136,0.7587287606311782,1.7242625449590752
61,14.553732451067598,0.3459590086194998,0.7412163208287675,1.7857319173818762
62,16.983604347888832,0.21792553099081613,0.8445718196923188,1.8420172018433445
63,15.287336906227226,0.2768609279695138,0.8232393619423173,1.8036728772866528
64,16.993033172051675,0.2483490588984771,0.8645739680219221,1.745773647297844
65,14.978552451313496,0.38072279795403163,0.8032036998563425,1.7370428205218569
66,12.605595911987102,0.5644865796802973,0.7643263251129391,1.7080360383294113
67,20.496092609164506,0.1345270533213595,0.9009093578997232,1.7895425765063662
68,14.453921941508955,0.379822504638822,0.7982132974832944,1.7125448915398487
69,15.776679563921196,0.2623636904282144,0.8360909470748046,1.8033271990761652
70,14.29399852195403,0.34113432674475447,0.8193896736431114,1.7066623122058406
71,21.205247155382434,0.10967968544019896,0.914937811781706,1.8319503319485801
72,14.708032713185851,0.30090214442333796,0.8125578052639953,1.8042624059443848
73,16.86553190887894,0.22668401873652738,0.8376461175821261,1.7355370086195196
74,16.488479208894006,0.26016938685425994,0.8402217244655749,1.829630702029565
75,18.674937414310083,0.22117466728604948,0.8679339878931241,1.7065187859740656
76,20.92664934296242,0.13567056346288572,0.9215820395991688,1.7460547464548906
77,15.257303289989094,0.3072217732497456,0.7930869618458622,1.7280613905978213
78,17.109628312986594,0.21598662028327514,0.86123825886934,1.8060503789458429
79,14.642999683064275,0.3650945990683256,0.7610232288323096,1.7876841430532726
80,19.820851316177226,0.14985784244352987,0.8945147558182273,1.83983942581455
81,14.473837045191821,0.40470953000983867,0.8193555129518941,1.7795215911430822
82,14.198088652807188,0.33726889987757613,0.7988940312939281,1.7809753210694987
83,16.528259783514926,0.29411788758196405,0.8148813081391707,1.819630848837786
84,15.953861367034879,0.27941117587103587,0.8297385758518884,1.7400463970218922
85,14.807419526174996,0.3433046827250264,0.815322572186021,1.7473839944197398
86,20.41816435802781,0.156800736089362,0.8960615300504127,1.795486007689158
87,14.379744682395668,0.34150841887935407,0.8020244700372451,1.7764976267855392
88,14.575872987522198,0.3236382676504109,0.7827873594612367,1.7865826778048541
89,14.438988367772653,0.3738864520384151,0.7715660586643039,1.7763016131799199
90,14.108989877569977,0.4218869571865912,0.7820903422746377,1.7645846213106227
91,12.320591384295906,0.8502104503776886,0.7818164157025835,1.6046081878450786
92,20.30586533621036,0.1538014260817609,0.9050366523954628,1.7332315682298212
93,17.702056216859326,0.19847783266746782,0.844450696349454,1.8077909487409922
94,13.404059779282084,0.39073525202534953,0.8158054528836848,1.801902086388465
95,14.146572722037448,0.3714049210638307,0.7342338099535451,1.7894547910033134
96,13.85904029293993,0.48110048072168465,0.7436931028263501,1.7103624261920518
97,21.83329459745799,0.11411519978695135,0.945939475274351,1.8838901946929334
98,14.768765552206721,0.3383888032652201,0.758823356260935,1.7225799523891907
99,13.904038101532779,0.42534709607008697,0.7706329605737399,1.808009114048038
100,14.538318343017158,0.3094660351249187,0.8018806922817487,1.795722351350149
